,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199
R_69,0.41942382,-0.21498722,-0.33566958,0.2480635,-0.64276797,0.10040599,-0.60820293,-0.6368736,0.0750762,0.45832142,-0.6713506,-0.30080682,-0.5289215,-0.5839328,-0.33315474,0.13499838,1.2204552,0.38271657,-0.08867813,-0.15835467,0.6121958,-0.5380779,-0.114516206,0.98849267,0.2002251,0.701993,0.4583207,0.057348892,0.8745686,0.7104389,-0.35629278,0.99847317,0.03642916,0.39101967,0.8288631,-0.15741642,-0.9197911,-0.45325089,-0.49066222,0.41576922,-0.4588535,-0.37840104,0.09915735,0.09399395,-0.15496267,-1.2165072,0.22775376,-0.016645227,-0.11470713,-0.27915844,0.7904401,-0.42806116,0.73381,-0.1339616,0.54507256,0.4793032,1.0362508,0.7556748,0.90077215,-0.6945066,1.0939751,1.5080466,-0.33449268,-0.17577127,-0.42634702,0.1313563,0.25494468,0.027141837,0.73920393,0.19840087,0.47212717,-0.26811457,0.42832318,0.30991864,0.57481086,-0.78029174,-0.46319622,-0.271803,0.38939607,0.10531957,0.17922989,-0.6556306,-0.3058752,-1.1670934,-1.7145967,0.056943834,-0.098944895,-0.50285363,-0.13376097,0.25798082,0.000878232,-0.2608278,-0.27509362,0.613301,0.30936083,-1.1082156,-0.30324355,0.78799963,0.09511788,0.40453947,-0.23207696,-0.59417194,0.4676388,0.43822977,0.27391446,0.44565922,0.9547254,0.12476285,-0.50193465,-0.017320476,0.4985285,1.122189,-0.38198185,-0.29980472,-1.0860444,-0.16804603,0.39399174,0.3274699,-0.11175741,0.39607114,0.051606327,-0.30792326,0.75658834,-0.053561788,0.6916628,0.7355369,-0.10572899,1.2614726,-0.5038579,0.84378374,0.5227209,0.93394995,0.3534021,0.20874591,-1.0768511,-0.6318295,-0.75408804,-0.94063145,0.5787821,-0.48064157,-0.17464285,-0.11049747,-0.583126,0.562088,0.49493238,1.6609558,-1.2801846,-0.8822868,0.8423707,0.01590473,-0.5841698,-0.5050872,0.65237653,-0.31177336,0.5245856,0.40233445,0.033343002,0.12629808,-0.34266853,0.7892547,-0.54144037,-0.5229112,0.21994366,-0.4985962,0.114839956,0.20179129,0.18449755,0.2506164,-0.07685284,-0.5090027,0.4077188,0.72787,0.66738456,-0.13012974,0.8478692,0.5313392,0.2758536,-1.1639477,0.7376502,-0.80191565,-0.26259553,0.030846218,0.11474017,0.38101292,0.9759879,-0.30184942,0.103169344,0.11586166,0.39100766,-0.8731575,-0.9796221,0.039890688,0.4066095,-0.4660116,0.012604603,-0.8907816,-0.70057774,-0.44111285,0.6238843,0.13743122
R_56,0.5343307,0.33958942,-0.263791,-0.67527354,0.04274652,-0.4459764,-0.9744057,-0.33247888,0.4179822,-0.04764781,-0.655915,0.05658155,0.7524175,-1.1601052,0.31669202,-0.4113588,0.66938335,0.7896511,-0.3702758,0.005732473,0.039766636,-0.5821004,-0.35042873,0.26501605,0.2886201,-0.58617294,0.026346179,-0.46942824,0.3357051,0.03280117,-0.11234837,0.9135119,0.07566527,0.12967545,0.26196203,0.46831992,-1.0221041,-0.4098768,-1.0790458,1.0800078,0.54839146,-0.29866248,0.28047216,-0.09171406,-0.32133353,-1.0128165,-0.5334545,-0.15018344,0.35697782,0.3707699,-0.11348522,-0.30366725,0.33830217,0.57143474,0.35635567,-0.43240133,0.29814368,1.0979896,-0.006608922,-0.1502827,-0.9178858,0.28292805,0.25375783,-0.024498306,-0.7016115,0.16045088,0.19653256,0.035486702,0.34580654,0.40902445,0.5147012,-1.0847188,0.9760912,0.69495046,0.8163704,-0.30738455,0.40730256,-0.16658536,0.19459514,0.31659415,0.040762596,-0.37674683,-0.2904965,-1.2469536,-0.79232985,-0.3434496,0.1869542,0.6402656,0.02503587,0.7018939,0.6203019,0.1543055,0.45208392,-0.39525166,-0.4279741,-0.10661196,0.0065536937,-0.13714677,0.4368846,0.75426733,0.8925022,-0.17432421,-0.021871433,-0.06043179,0.31592605,0.019880924,1.5339062,-0.2854495,-0.6306369,-0.63298315,0.31144992,1.4661783,0.52432054,0.5769435,-1.379829,0.0862934,-0.23788086,0.48962155,0.18969719,-0.118372254,0.23501103,-0.38073817,-0.30746713,0.30499935,1.268274,0.05264166,-0.049699865,1.0338917,-0.44165564,0.06540304,-0.12356232,0.89217496,-0.77100784,0.5552217,-0.18744065,-0.21827137,-0.63483626,0.4189073,1.0249869,-0.2962306,-0.63170695,0.15564953,-0.450187,-0.6245399,0.852431,1.1420923,-0.8322644,-0.442345,0.24649115,-0.25114,-0.015181699,-0.021544738,0.6992083,0.012936425,0.4219504,-0.8286233,-0.05811952,-0.907584,0.85035807,1.0832136,-0.9485345,-1.2879655,0.44301486,0.009340914,-0.3684114,-0.3230054,0.19089325,-0.022933802,-0.7102388,0.3820809,0.9881989,-0.36735743,0.024861591,-0.072480455,1.1465795,0.31352776,-0.6076602,-0.5749203,0.0416397,-0.24061663,-0.54301006,0.3078204,-0.61057705,-0.34998524,0.8700102,-0.75315833,-1.0640795,0.08747673,-0.81180096,-0.3006847,0.32285553,0.4143517,0.08614696,0.15863529,0.5227466,-0.97613597,-0.07515376,0.0050671324,-1.098424,-0.045508757
CONGRESS_53,-0.22381355,0.064382434,0.0083935065,-0.39512348,0.36550978,-0.5705616,-0.111197464,-1.4998822,-0.98087335,0.46843353,0.4111184,0.95990723,1.4106461,-0.08895975,0.6603479,-1.4546937,-0.37919408,1.3112774,0.12967744,0.06832204,-0.54525375,-0.14957069,0.08302054,-0.18030733,1.2853308,-0.021046475,0.21863991,0.26964015,0.4376573,-0.7384081,-0.2714844,-0.21185482,0.6299501,0.36402267,-0.34736666,0.32647538,-0.8875702,-0.072084405,-0.80608815,2.0916924,0.6387736,0.2942628,0.2058898,-0.09355038,-0.07907058,-0.78982836,-1.2081034,0.82666427,-0.094381824,-0.3640097,0.9858327,0.42422542,-0.2265952,0.06528937,0.03800822,-0.8082979,-1.0547545,1.1872607,-0.33438954,0.30132538,-0.23297164,-0.41157955,-0.4150799,0.2985942,0.65414786,-0.100413844,-0.6252878,0.0604626,0.22998118,0.02307327,1.6793184,-0.99419713,0.40638757,0.42085862,-0.18604168,-0.4129064,0.46472153,-0.36414608,-0.79631215,0.21253143,-0.2752149,-0.2589943,-0.8317741,-0.36130765,-0.7180557,-1.6291578,-0.3879656,0.8060623,-0.35839996,0.91075003,1.2686661,1.3573419,0.88311976,0.05990901,-0.47264117,-0.16741338,-1.1013615,-0.07077205,0.5276942,-0.7439322,0.8626296,-0.7635539,0.62446654,-0.2866485,-0.24589306,0.028480053,0.8126206,-1.5334489,-0.37109172,-0.16859126,-0.3480248,0.14620017,0.25073922,0.24732424,-1.8510902,-1.0240235,-0.60374147,1.1237627,0.75837314,0.5834683,-0.4093292,-0.16803741,-0.32614055,0.70526475,1.4235005,0.7648642,-1.1151962,1.004364,-0.119734615,0.33114913,-0.87383693,0.14716387,-0.7760189,-0.032057375,0.70241183,-0.36592773,-1.202036,-0.8479813,0.39112142,0.0054970365,-0.46459144,-0.14907712,0.2944971,-0.35982373,1.3981549,1.0272887,-1.2336851,-0.46033484,0.13334665,0.2976508,-0.018436717,-0.073417224,-0.1641368,-0.47015873,-0.22925071,-0.327573,-1.3825455,-1.1599765,1.3640814,0.9263297,-0.83733404,-0.4878659,1.9744015,-0.2993975,0.23142776,-0.6770714,0.4517603,-0.71798176,0.7238874,0.93359303,0.7541474,-0.65564793,-0.71954596,0.075647525,-0.2583189,0.41615945,-0.14987227,-0.27615666,0.122752436,-0.41761088,-0.793994,0.53075093,-0.9870473,-0.021831697,0.3695041,-0.15112217,-1.0553528,-0.91457015,-0.5733371,0.79350346,0.3181968,-0.3818228,1.0897598,0.112256676,0.17093068,-0.3346495,-0.40982834,-0.10810557,-0.8762261,0.58655006
D_51,-0.15858431,0.2266805,0.66289455,-0.6971013,-0.31787133,0.21128863,-0.67922443,0.092168815,-0.1748539,-0.9758128,0.39584076,0.44004652,-0.47738385,0.29286253,0.5268291,-0.50910443,-0.7305237,1.0376867,-0.7595023,0.07651364,-0.37933913,0.95915604,0.1199816,-0.17582911,0.53336436,-0.264505,0.43575558,-0.39456525,-0.27477258,-0.029895686,-0.1862974,-0.29023433,-0.3616323,-0.05080223,-0.59263957,0.48000616,0.015032674,-0.32272908,-0.63246804,0.23363325,0.7841666,-0.0791161,-0.60250956,-0.17196512,0.009645457,0.49843416,-0.8518106,0.22920054,0.8328873,-1.0509421,0.46784568,0.5242608,0.24924393,-0.106995896,0.59308594,-1.6377538,-0.5658238,-0.15071298,-0.27424264,0.71555287,-0.5453193,0.15948452,-0.73114204,0.4500738,0.62734324,-0.050245833,-0.83472884,-1.2852076,0.6578668,0.044503774,0.81006634,-0.8606357,-0.17526548,0.7312284,-0.61633164,-0.19044092,0.27543953,0.12295247,-0.3189834,-0.24012543,0.4338738,1.2029221,0.46021125,-0.114432074,0.49881637,-0.44156826,-0.82430434,0.8410675,-0.80908716,0.48504308,0.95996,0.8136685,0.09018297,0.08255169,-0.71413666,-0.4451842,-0.5732657,0.43274486,-0.4076623,0.0811362,0.63860327,-0.5285214,-0.32793853,-0.4608467,-0.2263853,-0.4491216,-0.7054451,-0.022132501,0.11035389,1.2638365,-0.77834046,-0.5179176,0.57751626,-0.048030425,-0.87263143,-0.009629024,-0.045031972,0.33289143,0.50094986,-0.027844109,0.019226404,-0.5597176,-0.20398605,0.93359405,0.57165754,-0.6229097,-0.31451538,0.10264975,0.18190594,-0.31085363,-0.22167383,-0.15093644,0.08206919,0.18408775,1.1377391,-0.6117986,-0.94527626,-0.13548826,0.21440522,0.32675576,-0.44815075,-0.045825783,0.01278913,-0.8809619,1.2908161,0.17961341,0.41829067,-0.51918316,0.26631832,-0.18049341,0.569372,0.49612215,-0.6291851,-0.5942197,0.9777165,-0.15218909,-1.074083,-0.051221814,1.2523675,-0.0742849,-0.48559028,0.31827676,0.5172628,-0.34833038,-0.62611276,-0.16932191,-0.13089406,-0.6923653,0.3768757,0.28540546,0.6538442,0.05533249,0.094445415,0.23154975,-0.6317017,-0.013462398,-0.73810154,0.57772547,-0.20805837,-0.0051407185,-0.45134723,0.3223891,-0.41161674,-0.09489207,0.12271813,0.5361803,-0.4822968,-0.29348293,-0.40966517,1.2142998,-0.09126273,-0.48076624,0.40318066,0.33130363,0.110343896,-0.8683299,-1.0677096,-0.18488887,-0.54765457,-0.12520795
CONGRESS_79,-0.71102875,0.18579832,0.0594586,0.29860607,1.0500416,-0.18475574,-1.1484367,0.10988761,0.11377418,2.3472052,0.3368639,0.04142183,1.6416221,0.485853,-1.5281239,0.40677515,0.9114701,0.16999315,0.7562182,0.6281955,0.79362345,0.31926748,-0.07326914,-0.64479566,-0.8181007,-0.24103649,-1.0921193,0.032786172,-0.5108234,-0.124346144,1.1429648,0.41990098,1.7346321,1.039773,0.16131356,-0.1300651,-0.50324017,-1.0626113,-1.9581524,1.2351571,0.51265687,0.50434756,-0.22193186,0.14961596,0.5488767,1.0495499,0.65303236,0.15618241,-0.24223612,0.2572582,-0.4140593,0.47951958,-0.43232837,-0.49195588,0.17018662,-0.5723251,0.60078305,0.026894273,-0.56276625,-0.2411776,1.5595839,-1.3980817,-1.2609159,-0.43770373,1.5571277,-0.12430258,0.047724187,-0.64168406,-0.45016778,-0.053347953,1.0737321,0.7665702,1.7339228,-0.519644,-0.18055826,-1.5977653,0.008916838,-0.38165376,0.2868685,0.8580443,1.5458727,0.21619919,0.41629133,-0.20940045,-0.4265351,-1.0612943,-0.38933212,-0.6754661,0.14844382,0.12369597,0.23727083,0.07965312,0.037495896,0.12392246,0.31938258,-1.7762606,0.22046256,0.65968657,0.057081837,-0.042791814,-0.9615984,-1.4131618,-0.1741615,0.021483766,-0.7993301,1.1080879,-0.5458589,0.5473114,-0.5531473,0.55712694,0.013145284,0.9607957,-0.5968777,1.0384809,-1.1787425,-0.48440745,-1.5039254,0.38309702,0.04046491,-0.9518912,-1.2455872,-0.50088495,0.8557641,-1.1171346,0.1302636,0.88875496,0.13830268,0.9024166,-0.49024528,-0.0695153,-0.8922128,1.5353671,-0.69174784,-0.7708819,-2.0572486,1.5678368,0.708863,0.7081061,1.8316882,-1.1744294,0.13673148,-0.14374717,-0.26594734,1.798358,-0.91839784,0.47024593,0.5691895,-0.10233005,-0.9727349,0.5718164,-1.1245157,0.2006555,2.4986808,-0.82486117,0.62008214,0.65429026,-0.54887754,0.6835075,0.07097659,0.528714,-0.47930536,0.8359253,-0.39266756,-0.71410257,-0.15679911,0.226349,0.1359017,0.1024401,0.049446657,-0.19404203,-0.8695354,0.9962064,-0.09474869,-0.6870337,0.3685645,0.9229888,0.4833149,0.58840334,0.35364223,2.5627108,0.8755436,0.51470274,0.3245319,-0.5357331,0.4211592,0.5690429,-0.36554945,-0.82242185,-0.048930082,0.06765729,1.189062,-0.09001773,-0.07159006,0.94672203,1.1023057,-2.4195468,-1.1200526,-2.2043307,-1.3489956,1.8015198
CONGRESS_70,0.33141848,0.6393955,0.9808471,-1.0490687,0.23663849,-0.031909905,-0.22409101,-1.3487943,0.029692428,0.056981422,0.14809883,-0.6492176,-1.3194065,-0.29208046,0.06793568,0.37329063,0.7904143,-0.46422473,-1.6470135,-0.09462025,0.37444052,0.08267231,0.14045653,0.52959466,1.3002434,-0.192954,0.39089942,-0.047187723,0.61917835,0.07155563,0.042606145,-0.72002536,0.7432192,1.3402777,1.3916487,-0.23088512,0.2990185,-0.08404231,-0.36909875,0.6182684,-1.1096942,-0.26045895,0.16366147,0.702354,0.00011256285,0.6280009,0.6416321,-0.017368853,2.325265,-0.63962454,0.8325562,0.16258372,-0.9010252,0.6074833,-0.048835576,0.70430475,0.67162305,-0.1942175,0.085946746,-1.0764018,-0.92297965,1.3404069,-1.6300001,0.09398961,0.21503939,-0.1780573,0.034076773,-0.12721397,-0.113932975,0.19461495,-0.06934538,-0.98102033,-0.042519193,0.6842083,-0.1139204,-0.87773937,0.54430133,0.7516587,0.38116157,-0.49162412,0.8580654,0.7416527,-1.3479954,0.003524862,-0.6839271,-1.0468739,-0.7634773,-0.32662097,0.14365686,1.6624322,0.7404444,0.60208666,0.4618694,0.3490179,-0.45654604,-0.8983432,0.92216796,1.105375,0.4096375,1.2537289,-0.4299871,-1.0599209,-0.074011944,0.6018915,0.8383005,0.31975937,0.54978824,0.14545242,0.0012355822,0.97301215,0.3577202,0.28712,0.8398473,0.5780945,-0.6921398,-0.26662353,-0.28362408,1.5993693,0.1846077,-0.5431712,-0.41112575,-0.08060047,-0.39156166,-0.70216256,0.088511616,1.4018561,0.2111157,0.99632907,0.53729767,0.11408868,0.049037553,1.244778,-1.1883402,0.23021536,-1.1800867,0.014168763,-2.0820305,-0.24827735,1.0822638,-0.9789856,-0.18859899,-0.1593828,-1.1731408,0.42640507,0.749088,1.1353447,-0.04338794,-0.5347585,1.2656204,0.8739917,0.124835335,-0.19556215,0.45180795,-0.2774891,0.7541607,0.6257117,-2.4344509,-0.23878306,0.53287345,0.95481974,-1.1920519,0.26792094,0.88745445,-0.9257164,0.963376,0.18376043,-0.4945303,-0.7831888,1.2146637,-0.24573475,0.60437477,0.21760657,-0.8464806,0.8968345,0.5352785,0.53491753,-0.45446214,-0.9974996,0.16241539,0.39534897,-0.023647916,0.18957932,-1.2160236,0.2967289,0.20100565,0.11014333,-2.342229,-0.4269235,-0.118361376,-1.750656,-0.16466573,-0.5064017,0.20421691,-0.23594666,0.4506754,-2.9194205,-1.4072095,-0.6721133,-0.51247203,0.4404396
CONGRESS_80,-1.6318545,-0.78611064,0.08389238,-0.09978346,-0.40925223,0.9817085,-1.4514946,-0.7694139,-1.3651063,1.9754398,-0.30256394,-0.92027235,0.9179552,0.36309767,-1.1046256,-0.13751137,-0.6975264,0.76511985,0.7076929,0.12077273,-0.0050635934,-0.38270208,-0.03410929,0.30902946,1.2283566,0.44896498,-1.3316891,-0.4574638,-0.6134132,-1.710293,-0.021031464,-0.030241009,0.36553276,1.7748374,-0.098893695,1.1171371,-0.1274893,-0.54894334,-1.8431891,0.28891703,-0.77357894,1.3183234,0.09100799,0.19641183,1.3852546,1.71247,0.40386143,-0.6716179,0.21655227,0.7706332,-0.22265562,0.4916707,0.07795343,1.1024814,0.07135927,-1.2228192,0.8620421,1.2493091,-0.08155976,-1.0503646,1.2828948,0.18080422,-2.1467714,-0.89199674,1.0757827,0.21253322,-1.0263207,-0.48286036,-1.0852987,-0.4231162,1.0171589,-0.028528394,0.43314928,-0.57290953,-0.30531046,-0.4244198,-0.29611635,-0.06572712,0.5838991,0.1525291,1.20284,1.2586904,-0.14131719,1.0577644,-0.5505246,-0.9358964,0.12550065,-0.097282946,0.906029,-0.47281072,0.30019957,0.7582652,0.46466887,1.1737921,-0.20382519,-0.9095203,0.5528901,-0.42587057,0.14767615,0.7272174,-0.39782542,-1.1383146,0.33563504,-0.28129572,-0.85944736,0.18730852,0.043472584,0.0047818497,0.9613759,1.4401299,0.085149914,0.7692302,0.6475986,1.0678809,-1.3391386,0.5191889,-2.5607684,-0.3203774,0.5320197,0.31918436,-0.43059862,-1.4566175,-0.22514224,-0.20114565,-0.7829532,0.38744262,1.3622891,0.28516656,-0.3550305,-0.030405879,-0.2623954,1.903087,0.48508957,-0.2778022,-1.5413224,0.5500578,-1.9923153,-0.49856547,1.5049495,-0.41371572,0.22866337,-0.6127452,-0.05480257,0.16826639,-0.8386016,-0.78453916,1.6215795,0.06893,-0.6901707,0.59554446,-0.28962022,1.0929382,2.7697055,-0.5177418,-0.4346039,-0.33358252,0.38877064,0.058276467,2.136349,0.6192611,-1.3709962,-0.62832326,1.7727544,-1.3066492,0.75828624,-0.09127013,0.7184037,-1.8034393,0.23691623,-0.4537321,-1.2302456,2.167951,-0.23379569,-0.9357327,0.057200033,2.0915527,-1.2273751,-1.563223,0.120115444,0.6297673,-0.5421273,0.5528893,-0.7145633,-0.84843314,0.20560831,0.9362729,-1.4011669,-0.17318977,-0.02521347,0.16233954,-0.23162726,-0.16128884,0.74143267,0.6529311,1.2927152,-2.943843,-1.3132384,-3.113577,-0.8813095,1.2978411
D_53,-0.89563924,-0.35682306,0.2469564,-1.030514,-0.93088114,-0.38388655,-0.14266755,-0.103525646,-1.1247438,-0.92674404,0.21605016,0.38244736,0.39238492,-0.1613987,0.24241434,-1.0362401,0.12041132,0.23756334,-0.5121773,0.616236,0.30453086,1.008742,-0.27321133,-1.202012,0.025317356,-0.11169837,0.7517223,0.21386522,-0.7247068,-0.10659534,-0.068841256,0.08190923,-0.29151404,0.018861897,-0.28571367,-0.3849625,-0.5789599,-0.21412817,-0.14530587,-0.33198935,0.14739537,-0.2213746,-0.24045137,0.66470814,-0.04252238,0.4798485,-0.36436775,0.073922075,-0.03590634,-0.6003838,-0.13927342,0.119625874,-0.3950675,0.5211963,-0.0020680935,-0.8071042,-0.78440136,0.0643455,-0.32635704,0.9211195,-1.0706235,0.18823054,-0.72512317,0.1789452,-0.4115137,-0.70379907,0.28403628,-0.35991377,-0.09169895,-0.63449484,0.22420824,-1.1230576,0.15640584,0.18885276,-0.4940035,-0.58010846,-0.96475214,0.6969269,0.5964238,0.1810744,0.3158423,0.9353634,-0.041274395,0.23604791,-0.12868841,-1.2723521,-0.1598798,0.71942616,0.4274652,0.7707362,1.2096252,0.44965976,0.3325745,-0.09535271,-0.19538032,-0.44603196,-0.53891945,0.59826016,-0.24268734,0.07185289,-0.18439612,-0.31743613,0.035138372,-0.21524185,-0.17202461,0.11449684,0.24655883,-0.27203402,0.6838126,-0.7555751,-0.31413803,0.40756238,0.7074112,0.27965236,-0.86026794,-0.2771544,-0.5203211,0.2859173,0.5890965,-0.2559627,-1.4662181,0.3652287,-0.09598806,-0.4512356,0.77688146,-0.19409223,-0.50344205,0.69931036,-0.088546194,0.17771499,0.7264989,-0.23612148,-0.4850309,-0.19767521,0.6177879,-0.32476565,-0.97274005,-0.39474863,0.731183,-0.16599904,-0.045212008,0.25744292,-0.29311708,0.054753616,1.3175317,-0.014341774,0.2788762,-0.40677553,0.22535083,-0.18012932,0.75388485,0.40499258,-0.37284482,0.5325393,0.57613635,0.38477096,-0.27544564,-1.0647584,0.5879451,0.37090644,0.024766706,-0.36198756,0.67521733,-0.26304066,-0.3017283,-0.44856226,-0.6532577,-0.9441228,1.0133458,0.20429604,0.17789611,0.6740271,-0.26377523,-0.24600656,-0.90350497,0.29668623,-0.17774515,-0.49831077,-0.552232,0.45826238,-0.18257973,0.33710733,-0.7212766,0.119407594,0.20126364,-0.40895903,-1.1947279,-0.829976,-0.34965965,-0.378676,0.0028130794,0.14130676,1.0518355,-0.028462866,0.29075727,-1.622201,-0.6030332,-0.23779128,-0.698523,-0.06996534
CONGRESS_89,1.0659196,-1.4389712,1.2019142,-1.894182,-1.0056654,-0.14855942,0.6095257,-1.3933063,1.2784616,1.2406379,-0.046209317,0.62962556,0.8265064,-0.32351682,-0.83661914,-0.028319322,-0.48555985,-0.43174213,1.6830018,-0.19555496,-0.495012,0.20866293,-0.56045973,-0.8001413,0.3819821,0.7508546,-0.5578133,-0.66747266,0.7809818,-1.3116678,0.41221705,0.967067,0.72998595,-0.97049916,-1.3997437,1.1155055,-0.17142686,0.41708297,0.727341,0.25309986,-0.671239,0.84211653,-0.69495064,-1.0063035,1.2044532,0.028178826,-0.8041421,-0.74473864,1.5272093,-0.97105855,0.17186682,-0.761144,-1.2805506,1.584376,-0.7238761,-0.964363,-1.9006166,0.36186132,0.68252784,0.124269426,-0.5562392,1.21846,0.9327773,-2.5326517,0.968135,-0.12379748,0.40105492,-1.7815665,0.12602116,-0.33528218,-0.016899385,-1.1130196,0.4181687,-0.501611,-0.18691549,0.121561565,1.3072219,-1.7741882,1.2673373,-2.29294,0.2716578,1.345138,-0.78437823,1.4615146,-0.048762288,-1.4719228,-0.6981343,1.126741,1.6362631,0.094828874,-0.77624655,0.7896763,1.9686916,-0.3298367,-0.94287616,-0.66500527,0.20901266,-0.55117416,1.196841,0.8746895,0.43053183,-0.97429574,0.4467055,0.87412584,-2.014508,0.3088726,-0.020684404,-0.44617072,0.71450144,1.7381064,-0.52055204,-0.20273669,-0.99459493,0.9560809,-0.565336,0.11675306,0.28635496,0.6851693,3.2340858,0.16957729,0.7935851,-1.3276345,-1.2722378,-0.5725518,-0.23063232,0.7093657,1.2897002,0.59431994,1.1954165,-1.2303692,-0.578679,1.3193052,0.03673565,0.2761267,-2.288888,-0.58383095,-3.0447948,-0.32656083,2.4200537,0.21609265,0.79214257,-2.7307794,2.0734673,-0.49077427,0.9857523,2.3844516,1.8640506,-1.306168,0.78410333,-0.15609637,-0.20171836,1.5440052,2.584256,0.6453042,-0.19679731,1.1422216,-1.0256164,-2.1104095,-0.33336642,0.40644073,-1.0914825,-0.413656,0.6698828,-1.0241814,1.9182518,0.39795244,0.5352126,-0.82279557,-0.9499684,1.6484184,-1.7016494,-0.24442488,-0.5326952,-0.38042298,0.034298614,-1.1556772,-2.2821808,-0.48499954,0.91706103,-1.0039328,0.13839823,-1.6610184,1.9590842,-0.13072976,2.0237648,-0.9712103,0.13245267,0.45764259,1.0469772,0.7254236,1.0481061,1.4718843,0.26399672,-0.706965,0.5999133,-2.571672,-1.2691594,-1.4860412,-0.27341002,0.18084589
R_77,0.41488346,0.1560632,1.0713693,-0.011414718,-0.3415443,-0.24791835,-1.8450131,-0.85978097,0.8658651,0.40420884,0.08177699,-0.12674907,-1.1109209,1.0335611,-0.2034863,-1.0270774,-0.8638055,0.64595395,1.2483175,-1.5463226,-0.026919464,-0.39740786,-0.16152434,0.06845305,1.15155,-0.16182487,-0.85444,0.25430596,0.29084483,0.8759506,1.6002342,0.5794227,0.42688814,1.4033829,-0.43884304,0.43620187,-0.992694,-0.32818598,-1.6704767,1.738609,0.28857675,1.3054322,0.9250939,0.16077924,-0.23795474,0.7909385,-0.15708916,0.47136173,-0.30057767,0.26930052,1.0237671,-1.4603151,1.4185265,-0.33406794,0.24162988,0.6957404,-0.048103835,0.7298332,0.7909049,-1.0374259,1.0272349,0.3398483,-0.04601481,-0.4172231,0.7791987,0.3506323,0.12940535,-0.6192452,0.22686861,0.0040966524,0.07209348,0.319901,-0.54304844,1.8793718,-0.30944514,-0.6056862,0.2551569,-0.55844843,-1.0570546,-0.2258223,-0.8272989,0.33235258,-0.32491767,-0.42453888,-0.9098582,-0.88431484,-0.58338416,-0.31568164,0.29870048,0.41101703,0.47098574,-1.3029935,-0.36679372,0.81254506,-0.83730024,-1.499692,0.04815134,1.413091,-0.37662515,-0.13690402,0.35533014,0.1157147,-0.2096849,1.82624,0.3439318,-0.13556325,-0.37885442,0.7323411,-0.55402976,-0.36645395,0.024035856,0.5500832,-0.22650123,0.41335088,-0.20909686,-0.33769867,-1.0839788,0.4599251,0.17663926,0.21016477,0.7591323,0.045252994,0.31007826,-0.24973148,-0.10092689,0.0015367246,-0.14379694,0.5173973,-0.6173407,-0.60813725,-0.63449925,1.3276693,-0.22179973,-0.16823642,-1.7298046,0.16359161,-0.21048461,-0.7052109,0.6278782,-0.35185316,0.43555713,0.785918,0.42830038,-0.37109813,-0.69520706,0.9557642,0.6281639,0.13880643,-0.7208796,0.6383326,-0.9994778,1.1843187,1.144549,0.5543418,0.17359647,-1.019733,0.58614504,-0.54035,-0.71237874,0.28066993,-0.023281293,0.80213314,0.58420354,-1.3478792,0.571715,-1.0657573,0.75906783,-0.13802628,0.24602762,-0.30199733,-0.07364539,-0.14871413,-1.7864647,-0.03449827,-0.11812163,-0.8571386,-1.0947368,-0.81052315,0.40543342,1.340037,0.26117888,-0.8400005,0.3179422,0.5703723,1.1733612,0.82208854,-0.36363304,-0.56080115,-0.4415183,-0.8886306,1.6377208,-1.5322659,1.2044666,-0.94458675,-0.13669993,0.283428,-1.3150988,0.22578609,-0.21956566,0.32529223
